klantnr;Omzet_Sligro;jaar;Categorie2;Segment;Hoofdactiviteit;Key_account_cluster_onderdeel
11874764;176;2025;Solero;Drinken;Bar/café;null
11884298;36;2023;Cornetto;Evenementen;Party-/zalencentrum/conferentieoord;null
118917;165;2025;Heart;Slapen;Hotel/motel;null
118937;33;2025;Heart;Eten;Fast food - snacks & frites;null
1189921;36;2023;Cornetto;Shoppen non food;Non foodwinkel overig;null
11925525;33;2023;Heart;Werken;Dienstverlener;null
119264;99;2025;Heart;Reizen;Benzinestation;De Haan
119377;38;2024;Cornetto;Eten;Fast food - snacks & frites;null
1196061;527;2025;Cornetto;Eten;Restaurant - fast casual;Procent (lid Horecapact, HPG)
1196609;75;2025;Cornetto;null;null;null
119774;639;2023;Cornetto;Zorgen;Bejaardentehuis/verpleeghuis;null
119808;33;2023;Heart;null;null;null
11982448;73;2025;Cornetto;Eten;Restaurant - fast casual;null
1199113;724;2024;Heart;Eten;Restaurant - fast casual;null
11992227;339;2024;Cornetto;Eten;Restaurant - fast casual;null
119963;33;2024;Heart;null;null;null
1199746;744;2025;Heart;Eten;Restaurant - fast casual;Xandrion
120005;33;2025;Heart;Eten;Fast food - snacks & frites;null
12010449;296;2024;Heart;Eten;Lunch/broodjes;null
12018940;36;2023;Cornetto;Cateraars;Cateraar;null
12019498;71;2025;Solero;Drinken;Bar/café;null
12020348;1152;2024;Heart;Evenementen;Evenementenorganisatie;null
12020448;35;2025;Solero;Eten;Lunch/broodjes;null
12020520;176;2024;Solero;Drinken;Bar/café;null
120265;35;2025;Solero;Eten;Fast food - snacks & frites;null
12036838;40;2023;Magnum;Eten;Mobiele verkoop;null
12039080;44;2025;Heart;Eten;Restaurant - social dining;null
12043190;277;2023;Heart RMFK;Werken;Overheid;null
12044448;38;2025;Cornetto;Werken;Dienstverlener;null
1204496;811;2024;Solero;Eten;Restaurant - fast casual;null
12049528;66;2024;Heart;Zorgen;Zorglocatie;null
12049532;132;2024;Heart;Drinken;Bar/café;null
120523;71;2023;Solero;Leren;Beroepsonderwijs;Albron
120523;33;2025;Heart;Leren;Beroepsonderwijs;Albron
12056753;428;2025;Heart;Eten;Restaurant - fast casual;null
12061845;22;2025;Heart;Eten;Restaurant - social dining;null
12064601;85;2025;Heart;Drinken;Bar/café;null
120647;11;2024;Heart;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
120671;66;2024;Heart;Reizen;Benzinestation;Shell
120671;141;2024;Solero;Reizen;Benzinestation;Shell
12068343;75;2025;Cornetto;Eten;Fast food - overig;null
120684;305;2025;Hertog;Zorgen;Bejaardentehuis/verpleeghuis;null
12071619;33;2025;Heart;Sporten;Sporthal/-complex;null
120729;48;2024;Twister;Leisure;Minigolf;Xandrion
120750;141;2023;Solero;Reizen;Benzinestation;Gemaq
12076687;66;2025;Heart;Eten;Fast food - overig;null
12078212;33;2025;Heart;Slapen;Hotel/motel;null
121015;10864;2024;Heart;Leisure;Dierentuin;Ouwehands Dierenpark
121068;71;2023;Cornetto;Werken;Dienstverlener;Prorest Catering
121114;71;2024;Solero;Slapen;Camping/camperpark;Xandrion
121118;33;2023;Heart;Reizen;Benzinestation;null
1211463;1313;2023;Heart;null;null;null
121308;15;2023;Heart RMFK;Eten;Fast food - snacks & frites;Sligro - Big Snack
121518;31;2023;Heart RMFK;Reizen;Benzinestation;null
1215340;33;2025;Heart;Eten;Restaurant - social dining;null
121732;71;2023;Solero;Reizen;Benzinestation;TANQ+
121732;121;2023;Twister;Reizen;Benzinestation;TANQ+
121732;165;2025;Heart;Reizen;Benzinestation;TANQ+
121742;66;2023;Heart;Eten;Fast food - snacks & frites;null
121980;66;2023;Magnum;Eten;Restaurant - social dining;Horeca Pact Groep
122029;106;2023;Solero;Reizen;Benzinestation;Splinter
122047;66;2024;Heart;Reizen;Benzinestation;Splinter
1220684;71;2024;Solero;Sporten;Zwembad;Optisport
1220684;71;2025;Solero;Sporten;Zwembad;Optisport
1221411;107;2023;Cornetto;Sporten;Golf;null
1221642;51;2023;Hertog;Eten;Restaurant - social dining;null
122273;107;2023;Cornetto;Eten;Fast food - snacks & frites;Sligro - Plaza
122273;38;2025;Cornetto;Eten;Fast food - snacks & frites;Sligro - Plaza
1222776;230;2025;Heart;Cateraars;Cateraar;null
122483;197;2023;Heart;Reizen;Benzinestation;Gemaq
1226016;33;2024;Heart;Slapen;Camping/camperpark;null
122605;106;2025;Solero;Eten;Fast food - snacks & frites;null
1226062;15;2023;Heart RMFK;Eten;Fast food - overig;null
122609;113;2025;Cornetto;Eten;Fast food - snacks & frites;null
122669;141;2025;Solero;Slapen;Camping/camperpark;null
122678;33;2025;Heart;Slapen;Hotel/motel;Procent (lid Horecapact, HPG)
122689;99;2024;Heart;Eten;Restaurant - fast casual;null
122692;282;2025;Solero;Eten;Restaurant - social dining;null
122697;917;2023;Solero;Slapen;Camping/camperpark;Xandrion
1227052;226;2024;Cornetto;Leisure;Speeltuin/-hal;Jump XL
122750;230;2024;Heart;Slapen;Hotel/motel;Fletcher Hotelgroup
122774;33;2025;Heart;Slapen;Hotel/motel;Golden Tulip
122793;11;2025;Heart;Eten;Restaurant - social dining;null
122794;113;2024;Cornetto;Eten;Fast food - snacks & frites;null
122809;35;2023;Solero;Slapen;Camping/camperpark;Xandrion
122833;1075;2023;Heart;Eten;Restaurant - social dining;null
122879;33;2023;Heart;Drinken;Bar/café;null
122944;51;2023;Hertog;Reizen;Benzinestation;Gemaq
122984;38;2024;Cornetto;Eten;Fast food - snacks & frites;null
123025;355;2025;Heart;Sporten;Golf;Xandrion
123116;24;2023;Twister;Eten;Fast food - snacks & frites;null
123145;66;2025;Heart;Eten;Fast food - snacks & frites;null
1232017;132;2025;Heart;Leisure;Bioscoop;Kinepolis
123317;423;2023;Solero;Eten;Restaurant - social dining;null
123329;106;2025;Solero;Eten;Fast food - snacks & frites;null
123367;33;2025;Heart;Eten;Restaurant - fast casual;null
123392;25;2023;Hertog;Reizen;Benzinestation;Gemaq
123575;38;2024;Cornetto;Eten;Restaurant - social dining;null
123651;40;2023;Magnum;Eten;Restaurant - social dining;null
123687;99;2025;Heart;Werken;Hoofdkantoor;null
123761;38;2025;Cornetto;Eten;Restaurant - social dining;null
123802;66;2023;Heart;Eten;Fast food - snacks & frites;null
123802;66;2024;Heart;Eten;Fast food - snacks & frites;null
1238255;141;2025;Solero;Eten;Lunch/broodjes;null
123834;204;2023;Hertog;Zorgen;Bejaardentehuis/verpleeghuis;null
123843;35;2023;Solero;Eten;Fast food - snacks & frites;null
1238755;33;2024;Heart;Eten;Fast food - snacks & frites;null
1239334;165;2024;Heart;null;null;null
124014;66;2023;Heart;Slapen;Hotel/motel;null
124324;35;2025;Solero;Reizen;Benzinestation;null
124333;51;2025;Hertog;Reizen;Benzinestation;null
124418;35;2025;Solero;Eten;Fast food - snacks & frites;null
1244451;36;2023;Cornetto;null;null;null
124558;33;2025;Heart;Drinken;Bar/café;null
1246134;106;2025;Solero;Eten;Restaurant - fast casual;La Place
124751;38;2024;Cornetto;null;null;null
124843;36;2023;Cornetto;Cateraars;Cateraar;null
125346;165;2025;Heart;Reizen;Benzinestation;De Haan
125503;66;2025;Heart;Eten;Restaurant - social dining;null
125677;38;2025;Cornetto;Leisure;Sociaal-/cultureel centrum;null
1259170;132;2025;Heart;Leren;Beroepsonderwijs;null
125993;33;2023;Heart;Eten;Fast food - snacks & frites;null
126190;71;2023;Cornetto;Eten;Fast food - snacks & frites;null
126190;75;2024;Cornetto;Eten;Fast food - snacks & frites;null
126470;33;2025;Heart;Drinken;Bar/café;null
126773;829;2025;Cornetto;Evenementen;Party-/zalencentrum/conferentieoord;Xandrion
126855;9341;2023;Solero;Slapen;Bungalow-/vakantiepark;Libéma
126855;7790;2024;Solero;Slapen;Bungalow-/vakantiepark;Libéma
126889;38;2024;Cornetto;Cateraars;Cateraar;null
126892;99;2024;Heart;Eten;Fast food - snacks & frites;Sligro - Plaza
127098;952;2025;Solero;Reizen;Benzinestation;Gemaq
127117;230;2025;Heart;Reizen;Benzinestation;Gemaq
1271660;317;2025;Solero;Reizen;Benzinestation;De Haan
1273244;212;2023;Solero;Leisure;Bioscoop;Vue
127438;35;2024;Solero;Eten;Restaurant - social dining;null
128344;198;2024;Heart;Reizen;Benzinestation;Gemaq
128384;388;2025;Solero;Leisure;Speeltuin/-hal;null
128405;15;2023;Heart RMFK;null;null;null
128457;127;2023;Hertog;Zorgen;Bejaardentehuis/verpleeghuis;null
1285745;213;2023;Cornetto;Eten;Restaurant - social dining;Vermaat Groep
1285745;38;2024;Cornetto;Eten;Restaurant - social dining;Vermaat Groep
128846;33;2024;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
128918;38;2025;Cornetto;Eten;Fast food - snacks & frites;null
129043;35;2025;Solero;Eten;Fast food - snacks & frites;null
129140;81;2023;Magnum;Eten;Fast food - snacks & frites;null
129354;176;2023;Solero;Reizen;Benzinestation;Gemaq
129354;99;2024;Heart;Reizen;Benzinestation;Gemaq
129362;51;2023;Hertog;Zorgen;Bejaardentehuis/verpleeghuis;null
129407;33;2025;Heart;Eten;Restaurant - social dining;null
129456;66;2024;Heart;Drinken;Bar/café;null
129503;301;2025;Cornetto;Eten;Restaurant - social dining;Horeca Pact Groep
129509;35;2025;Solero;Eten;Fast food - snacks & frites;null
129604;33;2023;Heart;Eten;Restaurant - social dining;null
129699;75;2024;Cornetto;Eten;Fast food - snacks & frites;Sligro - Plaza
129847;317;2025;Solero;Reizen;Benzinestation;Gemaq
1298493;81;2023;Magnum;null;null;null
130434;36;2023;Cornetto;Eten;Fast food - snacks & frites;null
130505;35;2024;Solero;Eten;Fast food - snacks & frites;null
130605;197;2023;Heart;Leren;Beroepsonderwijs;null
130613;1399;2024;Hertog;Zorgen;Ziekenhuis;null
130647;141;2025;Solero;Reizen;Benzinestation;De Haan
130659;131;2023;Heart;Reizen;Benzinestation;null
130673;534;2024;Hertog;Zorgen;Bejaardentehuis/verpleeghuis;null
130835;38;2025;Cornetto;Eten;Fast food - snacks & frites;null
130895;35;2025;Solero;Cateraars;Cateraar;null
131143;40;2023;Magnum;Werken;Militaire kazerne;Paresto
131198;153;2023;Hertog;null;null;null
131198;98;2023;Heart;null;null;null
1313225;296;2024;Heart;Leisure;Bioscoop;Pathé
131558;33;2025;Heart;Eten;Fast food - snacks & frites;null
131655;943;2025;Cornetto;null;null;null
131849;458;2025;Solero;Reizen;Benzinestation;Esso
131867;66;2023;Heart;Reizen;Benzinestation;Splinter
132020;33;2024;Heart;Eten;Restaurant - social dining;null
132397;33;2024;Heart;Eten;Fast food - snacks & frites;null
132462;38;2025;Cornetto;Reizen;Benzinestation;null
132719;22;2024;Heart;Drinken;Bar/café;null
132739;33;2024;Heart;Eten;Fast food - snacks & frites;Snackpoint
132751;98;2023;Heart;Reizen;Benzinestation;Gemaq
132751;165;2025;Heart;Reizen;Benzinestation;Gemaq
132804;1199;2025;Solero;Slapen;Bungalow-/vakantiepark;Center Parcs
133309;176;2025;Solero;Reizen;Benzinestation;Gemaq
133653;35;2023;Solero;Eten;Fast food - snacks & frites;null
133716;38;2025;Cornetto;Eten;Fast food - snacks & frites;null
134715;99;2025;Heart;Eten;Restaurant - social dining;null
134743;33;2023;Heart;Eten;Restaurant - social dining;null
134848;132;2024;Heart;Eten;Restaurant - social dining;null
134885;38;2024;Cornetto;Eten;Fast food - snacks & frites;null
134885;24;2024;Twister;Eten;Fast food - snacks & frites;null
135046;99;2025;Heart;Slapen;Hotel/motel;Xandrion
135742;62;2023;Heart RMFK;null;null;null
136329;98;2023;Heart;Eten;Fast food - snacks & frites;null
136506;71;2023;Cornetto;Leisure;Sociaal-/cultureel centrum;null
137351;102;2025;Hertog;Zorgen;Bejaardentehuis/verpleeghuis;null
137701;36;2023;Cornetto;Slapen;Hotel/motel;Procent (lid Horecapact, HPG)
137722;66;2024;Heart;Slapen;Hotel/motel;Xandrion
137767;355;2023;Cornetto;Eten;Restaurant - social dining;null
137861;247;2025;Solero;Reizen;Benzinestation;Gemaq
138264;295;2023;Heart;Werken;Hoofdkantoor;Xandrion
138335;941;2024;Cornetto;Zorgen;Ziekenhuis;Grootinkoop (HPG)
138382;106;2023;Solero;Slapen;Hotel/motel;null
138887;33;2023;Heart;Reizen;Benzinestation;Gemaq
139295;35;2023;Solero;Eten;Fast food - snacks & frites;null
139637;212;2025;Solero;Zorgen;Ziekenhuis;Grootinkoop (HPG)
140169;107;2023;Cornetto;Eten;Restaurant - social dining;null
140301;24;2023;Twister;Eten;Restaurant - social dining;null
140896;7015;2023;Solero;Leisure;Dierentuin;Apenheul
140925;33;2023;Magnum;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
141003;38;2024;Cornetto;Zorgen;Bejaardentehuis/verpleeghuis;null
141224;71;2024;Solero;Reizen;Benzinestation;Gemaq
141579;102;2024;Hertog;Slapen;Camping/camperpark;Procent (lid Horecapact, HPG)
141739;71;2023;Solero;Reizen;Benzinestation;Splinter
142115;141;2023;Solero;Reizen;Benzinestation;Gemaq
142203;38;2025;Cornetto;Eten;Fast food - snacks & frites;null
142676;36;2023;Cornetto;Eten;Fast food - snacks & frites;null
142797;226;2024;Cornetto;Eten;Restaurant - social dining;null
143064;71;2023;Solero;Zorgen;Ziekenhuis;Grootinkoop (HPG)
143228;560;2023;Hertog;Slapen;Camping/camperpark;Xandrion
143265;81;2023;Magnum;Drinken;Bar/café;null
143370;38;2024;Cornetto;Slapen;Hotel/motel;null
143377;38;2025;Cornetto;Eten;Fast food - snacks & frites;null
143490;33;2024;Heart;null;null;null
143634;1093;2023;Solero;Slapen;Bungalow-/vakantiepark;Center Parcs
143634;4831;2023;Cornetto;Slapen;Bungalow-/vakantiepark;Center Parcs
143696;75;2024;Cornetto;Werken;Overheid;null
143743;3643;2023;Heart;Leisure;Pretpark;Slagharen
143772;132;2024;Heart;Slapen;Camping/camperpark;null
143902;33;2024;Heart;Eten;Fast food - snacks & frites;null
144286;141;2025;Solero;Reizen;Benzinestation;De Haan
144508;264;2025;Cornetto;Slapen;Bungalow-/vakantiepark;Europarcs
144862;33;2025;Heart;Eten;Fast food - snacks & frites;null
144918;295;2023;Heart;Leren;Beroepsonderwijs;null
144967;99;2024;Heart;Eten;Fast food - snacks & frites;Sligro - Plaza
145210;188;2024;Cornetto;Zorgen;Zorglocatie met maaltijdverstrekking;Xandrion
145302;35;2025;Solero;Slapen;Bungalow-/vakantiepark;Xandrion
145404;75;2025;Cornetto;Eten;Restaurant - social dining;Xandrion
145450;33;2024;Heart;Reizen;Benzinestation;Gemaq
145462;36;2023;Cornetto;Eten;Fast food - snacks & frites;null
145924;66;2023;Heart;null;null;null
146480;33;2025;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
146494;51;2023;Hertog;Zorgen;Bejaardentehuis/verpleeghuis;null
146562;1323;2023;Hertog;null;null;null
146897;4332;2023;Heart;Zorgen;Ziekenhuis;null
147180;80;2023;Magnum;Slapen;Hotel/motel;Xandrion
147302;2184;2024;Cornetto;Reizen;Rondvaart-/cruise-/tourbusmaatschappij;null
147615;38;2025;Cornetto;Eten;Fast food - snacks & frites;null
147697;131;2023;Heart;null;null;null
147795;1030;2023;Cornetto;Sporten;Zwembad;Optisport
147801;226;2025;Cornetto;Eten;Restaurant - social dining;null
147811;40;2023;Magnum;Evenementen;Party-/zalencentrum/conferentieoord;null
147814;38;2024;Cornetto;Eten;Fast food - snacks & frites;null
148048;247;2024;Solero;Sporten;Zwembad;Optisport
148076;282;2024;Solero;Slapen;Bungalow-/vakantiepark;Xandrion
148147;113;2025;Cornetto;Slapen;Hotel/motel;null
148326;71;2025;Solero;Slapen;Hotel/motel;Procent (lid Horecapact, HPG)
148529;591;2023;Heart;Eten;Fast food - snacks & frites;null
148635;212;2025;Solero;Reizen;Benzinestation;Shell
148646;36;2023;Cornetto;Werken;Dienstverlener;null
148689;66;2024;Heart;Eten;Fast food - snacks & frites;null
148705;197;2023;Heart;Werken;Gevangenis;null
148925;33;2024;Heart;null;null;null
149099;76;2023;Hertog;Zorgen;Bejaardentehuis/verpleeghuis;null
149422;132;2024;Heart;Reizen;Benzinestation;null
149767;36;2023;Cornetto;Werken;Dienstverlener;Sodexo
149767;66;2025;Heart;Werken;Dienstverlener;Sodexo
149877;66;2024;Heart;Reizen;Benzinestation;Splinter
149913;38;2025;Cornetto;Slapen;Camping/camperpark;null
149950;102;2023;Hertog;Reizen;Benzinestation;Texaco
149962;71;2025;Solero;Reizen;Benzinestation;De Haan
150165;106;2025;Solero;Eten;Fast food - snacks & frites;null
150701;35;2023;Solero;Zorgen;Bejaardentehuis/verpleeghuis;null
150804;66;2023;Heart;Slapen;Hotel/motel;Xandrion
151031;145;2023;Twister;Slapen;Camping/camperpark;Xandrion
151087;71;2023;Solero;Eten;Fast food - snacks & frites;null
151196;38;2024;Cornetto;null;null;null
151428;829;2025;Cornetto;Evenementen;Party-/zalencentrum/conferentieoord;Xandrion
151629;35;2024;Solero;null;null;null
151658;33;2023;Heart;Eten;Restaurant - social dining;null
151772;66;2024;Heart;Slapen;Hotel/motel;Procent (lid Horecapact, HPG)
151821;35;2024;Solero;Eten;Restaurant - fast casual;Xandrion
151986;11;2025;Heart;Slapen;Hotel/motel;Xandrion
152032;165;2024;Heart;Sporten;Tennis/squash/padel;null
152168;197;2023;Heart;Werken;Overheid;Sodexo
152712;33;2025;Heart;Zorgen;Zorglocatie;null
152763;494;2023;Solero;Eten;Restaurant - social dining;Vermaat Groep
152763;527;2024;Cornetto;Eten;Restaurant - social dining;Vermaat Groep
153158;121;2023;Twister;Sporten;Zwembad;Optisport
153271;38;2024;Cornetto;Sporten;Zwembad;Optisport
154107;106;2023;Solero;Sporten;Sporthal/-complex;Sportfondsen
154171;71;2023;Solero;Werken;Hoofdkantoor;null
154416;197;2023;Heart;Eten;Restaurant - social dining;null
154416;264;2025;Cornetto;Eten;Restaurant - social dining;null
154740;66;2023;Heart;Eten;Restaurant - social dining;null
154779;35;2023;Solero;Slapen;Camping/camperpark;null
154779;75;2025;Cornetto;Slapen;Camping/camperpark;null
154841;35;2025;Solero;Not supported;Not supported - slapen;null
155106;33;2023;Heart;Leisure;Concerthal/theater;null
155123;395;2024;Heart;Leisure;Concerthal/theater;null
155211;33;2025;Heart;Slapen;Hotel/motel;Carlton
156717;75;2024;Cornetto;null;null;null
157919;48;2023;Twister;Sporten;Voetbal;null
157954;2855;2025;Solero;Slapen;Camping/camperpark;Duinrell
157996;25;2023;Hertog;Eten;Fast food - snacks & frites;null
159769;66;2025;Heart;Werken;Dienstverlener;null
160970;525;2023;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
161094;188;2024;Cornetto;Werken;Producent;null
161099;178;2023;Cornetto;Werken;Dienstverlener;Hutten Catering
161636;165;2024;Heart;null;null;null
161921;33;2023;Heart;Leisure;Sociaal-/cultureel centrum;null
162021;33;2024;Heart;Sporten;Sporthal/-complex;null
162252;35;2023;Solero;Werken;Overheid;null
162252;66;2025;Heart;Werken;Overheid;null
162787;33;2025;Heart;Werken;Dienstverlener;null
163210;823;2024;Heart;Sporten;Voetbal;null
163888;33;2024;Heart;Werken;Dienstverlener;Albron
164924;36;2023;Cornetto;Leisure;Speeltuin/-hal;null
164924;31;2023;Heart RMFK;Leisure;Speeltuin/-hal;null
165328;36;2023;Cornetto;Eten;Lunch/broodjes;null
165773;71;2023;Cornetto;Werken;Dienstverlener;Prorest Catering
167075;33;2023;Heart;Werken;Dienstverlener;null
167120;71;2023;Cornetto;null;null;null
167806;38;2025;Cornetto;Werken;Militaire kazerne;Paresto
167918;33;2024;Heart;Werken;Dienstverlener;null
167962;36;2023;Cornetto;Sporten;Tennis/squash/padel;null
168018;658;2025;Heart;Sporten;Voetbal;null
168387;80;2023;Magnum;Sporten;Tennis/squash/padel;null
169147;98;2023;Heart;null;null;null
169181;11;2025;Heart;Slapen;Camping/camperpark;null
169243;141;2025;Solero;null;null;null
169474;25;2023;Hertog;Slapen;Camping/camperpark;null
169480;98;2023;Heart;Slapen;Camping/camperpark;null
169591;25;2025;Hertog;Eten;Mobiele verkoop;null
169766;33;2023;Heart;Leisure;Sociaal-/cultureel centrum;null
170212;624;2023;Heart;Werken;Dienstverlener;Appel Catering
171063;33;2023;Heart;Werken;Dienstverlener;null
172703;35;2024;Solero;Slapen;Camping/camperpark;null
173523;66;2023;Heart;Drinken;Bar/café;null
173787;22;2025;Heart;Eten;Lunch/broodjes;null
174160;113;2025;Cornetto;Werken;Producent;Appel Catering
175741;35;2023;Solero;Slapen;Camping/camperpark;null
176535;296;2025;Heart;Werken;Producent;null
176563;33;2023;Heart;null;null;null
177211;131;2023;Heart;Slapen;Camping/camperpark;Xandrion
177473;198;2024;Heart;Sporten;Voetbal;null
177808;99;2025;Heart;null;null;null
178088;33;2023;Heart;Slapen;Camping/camperpark;null
178274;11;2024;Heart;Slapen;Camping/camperpark;null
178980;35;2025;Solero;Werken;Producent;null
179326;24;2023;Twister;Werken;Overheid;Paresto
179518;38;2025;Cornetto;Sporten;Atletiek;null
179598;71;2024;Solero;Slapen;Camping/camperpark;null
179668;35;2024;Solero;Zorgen;Bejaardentehuis/verpleeghuis;null
179896;198;2024;Heart;Leisure;Bioscoop;Pathé
179897;296;2024;Heart;Leisure;Bioscoop;Pathé
180283;165;2025;Heart;Sporten;Tennis/squash/padel;null
180490;51;2025;Hertog;Sporten;Zwembad;Xandrion
180497;165;2025;Heart;Werken;Hoofdkantoor;null
181419;141;2023;Solero;Eten;Restaurant - fast casual;Procent (lid Horecapact, HPG)
181625;24;2024;Twister;Sporten;Sporthal/-complex;null
181660;33;2023;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
181838;217;2023;Twister;Leisure;Sociaal-/cultureel centrum;null
181868;15;2023;Heart RMFK;Eten;Fast food - snacks & frites;null
182166;1092;2025;Cornetto;Slapen;Camping/camperpark;Xandrion
182301;66;2024;Heart;Reizen;Benzinestation;null
182301;106;2024;Solero;Reizen;Benzinestation;null
182850;33;2024;Heart;Grossiers;Grossier - non food;Vermaat Groep
182946;35;2024;Solero;Werken;Militaire kazerne;Paresto
182990;71;2024;Solero;Grossiers;Distributiecentrum;Albron
183142;113;2025;Cornetto;Leisure;Bioscoop;Pathé
183343;66;2023;Heart;Werken;Dienstverlener;Compass
183707;98;2023;Heart;Slapen;Camping/camperpark;null
183713;66;2023;Heart;Sporten;Sporthal/-complex;null
183969;71;2023;Solero;Sporten;Zwembad;Sportfondsen
185106;33;2024;Heart;Werken;Dienstverlener;Vermaat Groep
185190;5230;2024;Heart;Shoppen food;Minimarkt/superette;Center Parcs
185550;46;2023;Heart RMFK;null;null;null
187242;25;2023;Hertog;Sporten;Hockey;null
187667;80;2023;Magnum;Zorgen;Zorglocatie;null
187718;377;2025;Cornetto;Evenementen;Party-/zalencentrum/conferentieoord;Xandrion
187864;710;2023;Cornetto;Sporten;Zwembad;null
188074;25;2023;Hertog;null;null;null
188220;2291;2023;Solero;Leisure;Dierentuin;Libéma
188242;77;2023;Heart RMFK;Leisure;Bioscoop;Kinepolis
189808;71;2023;Solero;Zorgen;Bejaardentehuis/verpleeghuis;null
192840;263;2025;Heart;Sporten;Voetbal;null
193068;66;2024;Heart;Werken;Producent;null
193310;99;2024;Heart;Werken;Hoofdkantoor;Vermaat Groep
196380;33;2023;Heart;Leisure;Bioscoop;Kinepolis
196717;988;2024;Heart;Eten;Restaurant - social dining;Ahoy
196900;33;2023;Heart;Shoppen non food;Non foodwinkel overig;null
197199;131;2023;Heart;Sporten;Sportlocatie;null
197576;66;2025;Heart;Drinken;Bar/café;null
199178;724;2024;Heart;Leren;Secundair onderwijs;null
200209;33;2023;Heart;Werken;Dienstverlener;null
200322;263;2023;Heart;Werken;Dienstverlener;null
202452;66;2024;Heart;Werken;Producent;null
202621;24;2023;Twister;Werken;Dienstverlener;null
202634;33;2024;Heart;Werken;Dienstverlener;null
203111;942;2025;Cornetto;Sporten;Zwembad;Laco
203111;198;2025;Heart;Sporten;Zwembad;Laco
203112;230;2023;Heart;Sporten;Zwembad;Optisport
203112;263;2024;Heart;Sporten;Zwembad;Optisport
203114;490;2024;Cornetto;Sporten;Zwembad;Laco
203749;362;2024;Heart;Werken;Dienstverlener;null
203904;35;2025;Solero;Reizen;Benzinestation;Gemaq
203907;284;2023;Solero;Reizen;Benzinestation;Splinter
203907;635;2025;Solero;Reizen;Benzinestation;Splinter
205867;33;2025;Heart;Werken;Overheid;null
206304;705;2024;Solero;Reizen;Rondvaart-/cruise-/tourbusmaatschappij;null
206356;35;2023;Solero;Slapen;Camping/camperpark;null
206738;141;2024;Solero;Sporten;Sporthal/-complex;null
207534;36;2023;Cornetto;null;null;null
207737;33;2025;Heart;Leisure;Bioscoop;Kinepolis
207838;635;2025;Solero;Sporten;Golf;Xandrion
208483;151;2024;Cornetto;Sporten;Voetbal;null
208531;142;2023;Cornetto;Eten;Restaurant - fast casual;null
210851;127;2025;Hertog;Zorgen;Bejaardentehuis/verpleeghuis;null
212286;15;2023;Heart RMFK;Werken;Dienstverlener;null
212286;38;2025;Cornetto;Werken;Dienstverlener;null
215141;35;2025;Solero;Werken;Hoofdkantoor;null
217335;317;2025;Solero;Werken;Producent;null
217343;35;2025;Solero;Werken;Dienstverlener;null
223997;264;2025;Cornetto;Sporten;Zwembad;Laco
224003;753;2025;Cornetto;null;null;null
224064;106;2025;Solero;Sporten;Zwembad;Optisport
224314;33;2025;Heart;Eten;Fast food - snacks & frites;null
224441;263;2023;Heart;Cateraars;Cateraar;null
224525;25;2023;Hertog;Shoppen non food;Non foodwinkel overig;null
224639;38;2024;Cornetto;Sporten;Tennis/squash/padel;null
224688;66;2025;Heart;Sporten;Voetbal;null
224703;113;2025;Cornetto;Sporten;Zwembad;Laco
224732;33;2023;Heart;Sporten;Paardensport;null
224798;151;2025;Cornetto;Sporten;Zwembad;Optisport
224804;264;2025;Cornetto;Sporten;Zwembad;Sportfondsen
225204;33;2023;Heart;Eten;Fast food - snacks & frites;null
226037;75;2025;Cornetto;Werken;Producent;null
226970;35;2025;Solero;Cateraars;Cateraar;Horecapact (HPG)
227189;230;2024;Heart;Sporten;Sportlocatie;null
228751;564;2023;Solero;Eten;Restaurant - fast casual;null
230384;38;2024;Cornetto;Eten;Fast food - snacks & frites;null
230588;141;2025;Solero;Eten;Fast food - snacks & frites;null
232755;107;2023;Cornetto;Sporten;Voetbal;null
233005;263;2024;Heart;Werken;Dienstverlener;Vermaat Groep
233166;71;2023;Cornetto;null;null;null
233314;35;2024;Solero;Werken;Dienstverlener;null
233431;38;2025;Cornetto;Werken;Dienstverlener;null
234949;856;2024;Heart;Shoppen food;Minimarkt/superette;null
235151;388;2025;Solero;Shoppen food;Minimarkt/superette;null
236194;197;2023;Heart;Sporten;Voetbal;null
236360;492;2023;Heart;Werken;Producent;Albron
236365;329;2025;Heart;Werken;Producent;Albron
237087;38;2024;Cornetto;Sporten;Voetbal;null
237106;856;2025;Heart;Sporten;Hockey;null
237459;106;2023;Solero;Sporten;Paardensport;null
237648;188;2024;Cornetto;Cateraars;Cateraar;Horecapact (HPG)
237648;377;2025;Cornetto;Cateraars;Cateraar;Horecapact (HPG)
237940;76;2023;Hertog;Leren;Hoger onderwijs/universiteit;null
237984;753;2025;Cornetto;Slapen;Hostel;Xandrion
238041;0;2024;Twister;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
2396905;337;2023;Twister;Leisure;Bioscoop;Kinepolis
2396905;286;2024;Twister;Leisure;Bioscoop;Kinepolis
2409317;201;2025;Heart;null;null;null
2421990;255;2025;Heart;Eten;Restaurant - social dining;null
2425181;230;2024;Heart;Not supported;Not supported - evenementen;Pathé
