klantnr;Omzet_Sligro;jaar;Categorie2;Segment;Hoofdactiviteit;Key_account_cluster_onderdeel
10044363;453;2025;Heart;Eten;Restaurant - fast casual;La Place
10046080;28;2025;Calippo;Leisure;Speeltuin/-hal;Monkey Town
100581;55;2023;Calippo;Eten;Fast food - snacks & frites;null
100999;446;2024;Magnum;null;null;null
101076;512;2024;Ben & Jerry's;Leisure;Casino;Holland Casino
101076;453;2025;Ben & Jerry's;Leisure;Casino;Holland Casino
101304;124;2023;Viennetta;Werken;Militaire kazerne;Paresto
101886;20;2025;Ben & Jerry's;Eten;Fast food - snacks & frites;null
102021;207;2023;Ben & Jerry's;null;null;null
102179;1079;2023;Magnum;Zorgen;Ziekenhuis;Vermaat Groep
102614;1310;2025;Heart;Slapen;Camping/camperpark;Xandrion
102696;636;2024;Cornetto;Zorgen;Bejaardentehuis/verpleeghuis;null
102710;1891;2023;Heart;Zorgen;Ziekenhuis;Vermaat Groep
102710;879;2023;Magnum;Zorgen;Ziekenhuis;Vermaat Groep
102775;59;2025;Heart;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
102787;55;2023;Calippo;Eten;Fast food - snacks & frites;null
103114;86;2023;Calippo;Reizen;Benzinestation;Gemaq
103433;275;2025;Heart;Slapen;Camping/camperpark;Europarcs
103442;34;2024;Heart RMFK;null;null;null
103547;255;2023;Ben & Jerry's;Eten;Restaurant - social dining;null
103818;174;2023;Ben & Jerry's;Slapen;Camping/camperpark;null
10394132;39;2025;Ben & Jerry's;Eten;Restaurant - fast casual;null
103945;195;2024;Cornetto;Eten;Fast food - snacks & frites;null
10398137;637;2024;Heart;Leisure;Speeltuin/-hal;null
10414313;686;2023;Magnum;Reizen;Benzinestation;Gemaq
10419918;2509;2025;Heart;Leisure;Speeltuin/-hal;null
104228;394;2025;Calippo;Zorgen;Ziekenhuis;Vermaat Groep
104284;39;2024;Ben & Jerry's;Eten;Fast food - snacks & frites;null
10432107;26;2023;Heart;null;null;null
10432419;1164;2023;Magnum;Evenementen;Party-/zalencentrum/conferentieoord;null
10448307;83;2024;Calippo;Shoppen non food;Tuincentrum;null
104522;57;2024;Calippo;Eten;Fast food - snacks & frites;Sligro - Plaza
104988;423;2025;Calippo;Eten;Fast food - snacks & frites;null
105163;28;2025;Calippo;Grossiers;Distributiecentrum;null
105485;184;2025;Heart;Eten;Restaurant - fast casual;SAB catering
105915;1166;2023;Magnum;Drinken;Bar/café;null
105940;118;2023;Heart;Eten;Fast food - snacks & frites;null
106179;1013;2024;Ben & Jerry's;Leisure;Bioscoop;Pathé
106269;1013;2023;Magnum;Reizen;Benzinestation;Gemaq
106519;865;2024;Heart;Slapen;Bungalow-/vakantiepark;Xandrion
107051;1328;2023;Magnum;Reizen;Benzinestation;Gemaq
107068;167;2024;Heart;Eten;Restaurant - fast casual;Xandrion
107069;198;2023;Calippo;Eten;Lunch/broodjes;null
107363;96;2024;Heart;null;null;null
108015;28;2023;Calippo;null;null;null
108089;19;2023;Ben & Jerry's;Slapen;Camping/camperpark;null
108179;380;2025;Heart;Eten;Restaurant - fast casual;null
108198;369;2023;Calippo;Reizen;Benzinestation;Gemaq
108198;328;2024;Heart;Reizen;Benzinestation;Gemaq
10826643;83;2025;Calippo;Drinken;Coffee bar;null
10880441;117;2024;Ben & Jerry's;Eten;Fast food - snacks & frites;null
10883257;9929;2023;Ben & Jerry's;Eten;Fast food - overig;Shabu Shabu
10886321;283;2024;Calippo;Reizen;Benzinestation;Gemaq
108994;252;2025;Calippo;Reizen;Benzinestation;De Haan
10904778;191;2024;Heart;Leisure;Kartbaan/paintball/lasergame;null
109081;639;2024;Heart RMFK;Sporten;Zwembad;Sportfondsen
109167;1021;2025;Calippo;Shoppen food;Minimarkt/superette;Xandrion
10920692;319;2023;Carte d'Or;Slapen;Camping/camperpark;Europarcs
10927164;28;2025;Calippo;null;null;null
109280;28;2024;Calippo;Eten;Fast food - snacks & frites;null
10935479;17;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
109390;26;2023;Heart;Eten;Lunch/broodjes;null
10940270;214;2024;Ben & Jerry's;Zorgen;Bejaardentehuis/verpleeghuis;null
109450;28;2024;Calippo;Eten;Fast food - snacks & frites;null
109465;360;2023;Magnum;Eten;Fast food - snacks & frites;null
109553;221;2025;Calippo;Reizen;Benzinestation;Gemaq
109592;51;2024;Heart RMFK;Leisure;Pretpark;Drievliet
10971139;1039;2023;Magnum;Eten;Restaurant - social dining;null
10971193;113;2023;Calippo;null;null;null
109899;79;2025;Ben & Jerry's;Reizen;Benzinestation;De Haan
109956;336;2025;Calippo;Reizen;Benzinestation;TANQ+
11007589;118;2024;Heart;null;null;null
110103;245;2023;Magnum;null;null;null
110126;39;2024;Ben & Jerry's;Eten;Fast food - snacks & frites;null
110885;221;2023;Calippo;Reizen;Benzinestation;Gemaq
11096280;78;2023;Heart;Eten;Restaurant - social dining;null
111156;177;2025;Ben & Jerry's;Reizen;Benzinestation;De Haan
111255;196;2025;Calippo;Reizen;Benzinestation;Gemaq
111503;56;2025;Calippo;Eten;Fast food - snacks & frites;null
111503;78;2025;Heart;Eten;Fast food - snacks & frites;null
111844;254;2023;Calippo;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
111844;250;2023;Cornetto;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
111909;161;2023;Magnum;Eten;Fast food - snacks & frites;null
111909;28;2024;Calippo;Eten;Fast food - snacks & frites;null
111909;28;2025;Calippo;Eten;Fast food - snacks & frites;null
11211531;273;2023;Viennetta;Eten;Restaurant - social dining;null
112229;83;2023;Calippo;Eten;Fast food - snacks & frites;null
112229;20;2025;Ben & Jerry's;Eten;Fast food - snacks & frites;null
112400;236;2025;Ben & Jerry's;Eten;Restaurant - social dining;null
112436;1294;2024;Magnum;Reizen;Benzinestation;TANQ+
11245001;57;2023;Calippo;Leisure;Bioscoop;Kinepolis
11246703;118;2023;Heart;Eten;Restaurant - fast casual;null
11246703;177;2024;Heart;Eten;Restaurant - fast casual;null
112484;682;2023;Heart;Leisure;Dagrecreatie;Xandrion
112641;110;2023;Calippo;Reizen;Benzinestation;TANQ+
112641;198;2025;Calippo;Reizen;Benzinestation;TANQ+
112698;17;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
112762;338;2023;Calippo;Reizen;Benzinestation;Spar Express
11277836;59;2025;Heart;Drinken;Coffee bar;null
11290648;404;2023;Magnum;Leisure;Speeltuin/-hal;null
11290648;938;2023;Heart;Leisure;Speeltuin/-hal;null
11290660;168;2024;Calippo;Leisure;Speeltuin/-hal;Jumpsquare
11293634;393;2023;Ben & Jerry's;Reizen;Benzinestation;Gemaq
11293634;3438;2024;Magnum;Reizen;Benzinestation;Gemaq
112944;113;2023;Calippo;Eten;Fast food - snacks & frites;null
113145;57;2023;Ben & Jerry's;Slapen;Hotel/motel;null
113145;200;2023;Magnum;Slapen;Hotel/motel;null
113212;516;2024;Heart;Reizen;Benzinestation;null
113263;80;2023;Magnum;Eten;Fast food - snacks & frites;null
113517;149;2023;Ben & Jerry's;Reizen;Benzinestation;Gemaq
113517;295;2023;Cornetto;Reizen;Benzinestation;Gemaq
113703;26;2024;Heart;Eten;Fast food - snacks & frites;null
113733;168;2023;Ben & Jerry's;Reizen;Benzinestation;Gemaq
113733;141;2025;Calippo;Reizen;Benzinestation;Gemaq
113763;118;2025;Ben & Jerry's;Reizen;Benzinestation;De Haan
11399604;138;2024;Ben & Jerry's;Eten;Restaurant - social dining;null
11416651;137;2024;Ben & Jerry's;Eten;Fast food - overig;null
11416651;96;2025;Heart;Eten;Fast food - overig;null
11417732;26;2024;Heart;Slapen;Hotel/motel;null
114214;78;2025;Viennetta;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
114292;1085;2023;Magnum;Sporten;Sporthal/-complex;Sportfondsen
11433199;79;2025;Ben & Jerry's;Reizen;Benzinestation;De Haan
11443683;2341;2024;Heart;Leisure;Speeltuin/-hal;null
11443984;76;2023;Ben & Jerry's;Eten;Fast food - overig;null
11444614;536;2025;Calippo;Eten;Restaurant - fast casual;NH hotel
11453319;55;2025;Calippo;Eten;Fast food - overig;null
11457439;19;2023;Ben & Jerry's;Werken;Hoofdkantoor;Cirfood
11458298;490;2023;Ben & Jerry's;Eten;Restaurant - fast casual;null
11470511;83;2023;Calippo;Eten;Mobiele verkoop;null
11471102;406;2024;Heart;Eten;Restaurant - social dining;null
114829;28;2024;Calippo;Drinken;Bar/café;null
1149273;492;2024;Ben & Jerry's;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
1149544;2815;2023;Ben & Jerry's;Eten;Fast food - pizza;null
1149544;57;2023;Calippo;Eten;Fast food - pizza;null
1149544;55;2025;Calippo;Eten;Fast food - pizza;null
11497150;373;2024;Ben & Jerry's;null;null;null
11498736;1701;2024;Magnum;Eten;Fast food - snacks & frites;null
11498736;28;2024;Calippo;Eten;Fast food - snacks & frites;null
1152373;39;2024;Magnum;Leisure;Speeltuin/-hal;Monkey Town
11525955;413;2025;Ben & Jerry's;Sporten;Tennis/squash/padel;The Padellers
115296;92;2023;Heart;Eten;Fast food - shoarma/kebab;null
115296;17;2024;Heart RMFK;Eten;Fast food - shoarma/kebab;null
11529842;84;2025;Calippo;Reizen;Benzinestation;Gemaq
1153252;360;2023;Magnum;Grossiers;Grossier - non food;null
11534339;1587;2024;Magnum;Eten;Restaurant - social dining;null
11538020;196;2025;Calippo;Eten;Restaurant - fast casual;null
1154175;1701;2024;Heart;Leisure;Speeltuin/-hal;Jumpsquare
11543922;75;2023;Ben & Jerry's;null;null;null
1154882;80;2023;Magnum;Werken;Overheid;null
11553854;59;2024;Heart;Sporten;Tennis/squash/padel;null
11554006;312;2024;Viennetta;Zorgen;Bejaardentehuis/verpleeghuis;null
11554326;79;2025;Ben & Jerry's;Sporten;Tennis/squash/padel;The Padellers
11558251;236;2025;Ben & Jerry's;Eten;Restaurant - fast casual;null
11558495;92;2024;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
11558497;125;2025;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
11558500;26;2024;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
11558505;52;2024;Viennetta;Zorgen;Bejaardentehuis/verpleeghuis;null
11558571;99;2023;Viennetta;Zorgen;Bejaardentehuis/verpleeghuis;null
1155872;28;2025;Calippo;Eten;Restaurant - social dining;Vermaat Groep
1157231;148;2023;Magnum;null;null;null
11575652;59;2024;Heart;null;null;null
11575837;55;2025;Calippo;Eten;Fast food - snacks & frites;null
11576235;170;2023;Calippo;Werken;Dienstverlener;null
115769;68;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
115824;217;2023;Cornetto;Eten;Fast food - snacks & frites;null
11588371;38;2023;Ben & Jerry's;Eten;Restaurant - social dining;null
11588929;177;2025;Ben & Jerry's;Shoppen food;Supermarkt;null
11589061;249;2025;Ben & Jerry's;Eten;Restaurant - social dining;null
115915;20;2024;Ben & Jerry's;Shoppen non food;Coffeeshop;null
11591567;1054;2023;Magnum;Reizen;Benzinestation;Gemaq
11591567;20;2024;Ben & Jerry's;Reizen;Benzinestation;Gemaq
11591856;168;2023;Calippo;Reizen;Benzinestation;Gemaq
11591856;2181;2023;Magnum;Reizen;Benzinestation;Gemaq
1160647;26;2024;Heart;Drinken;Bar/café;null
1160746;1292;2023;Magnum;Shoppen non food;Bouwmarkt;null
116084;1238;2023;Magnum;Zorgen;Ziekenhuis;null
116084;139;2023;Calippo;Zorgen;Ziekenhuis;null
11610355;84;2025;Calippo;Eten;Fast food - snacks & frites;null
11611265;541;2024;Magnum;Eten;Restaurant - fast casual;null
1161136;39;2024;Ben & Jerry's;Evenementen;Party-/zalencentrum/conferentieoord;null
116198;139;2024;Calippo;Eten;Restaurant - fast casual;null
1161984;12993;2023;Cornetto;Leisure;Speeltuin/-hal;Libéma
1162068;26;2024;Heart;Eten;Restaurant - social dining;null
11624571;86;2024;Calippo;Sporten;Hockey;null
116264;28;2025;Calippo;Eten;Fast food - snacks & frites;null
11635698;1164;2025;Ben & Jerry's;Eten;Fast food - pizza;null
11638659;20;2024;Ben & Jerry's;Eten;Fast food - pizza;null
11638859;113;2025;Calippo;Eten;Fast food - snacks & frites;null
11640109;9521;2025;Ben & Jerry's;Eten;Fast food - overig;null
116412;200;2023;Magnum;Zorgen;Ziekenhuis;null
1164447;1115;2025;Ben & Jerry's;Leisure;Bioscoop;Pathé
116473;150;2023;Ben & Jerry's;Slapen;Hotel/motel;Xandrion
1165130;320;2023;Magnum;Zorgen;Bejaardentehuis/verpleeghuis;null
11677035;1049;2023;Magnum;Reizen;Benzinestation;TANQ+
11684921;966;2023;Ben & Jerry's;Eten;Fast food - overig;null
11685372;199;2024;Calippo;Reizen;Benzinestation;Gemaq
11691820;20;2025;Ben & Jerry's;Eten;Fast food - overig;null
11691851;296;2024;Heart;null;null;null
11691860;191;2024;Ben & Jerry's;Leisure;Minigolf;null
117035;59;2023;Heart;Sporten;Zwembad;Laco
1170361;192;2024;Heart;Leisure;Minigolf;Glowgolf
11717964;208;2023;Ben & Jerry's;Eten;Restaurant - fast casual;null
11719025;196;2024;Calippo;null;null;null
11719138;161;2023;Magnum;Reizen;Rondvaart-/cruise-/tourbusmaatschappij;null
11719555;230;2025;Ben & Jerry's;Eten;Fast food - snacks & frites;null
1173754;1163;2024;Heart;null;null;null
117467;63;2024;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
117467;551;2024;Magnum;Zorgen;Bejaardentehuis/verpleeghuis;null
117549;92;2023;Heart;Reizen;Benzinestation;null
117601;429;2025;Heart;Eten;Fast food - snacks & frites;Sligro - Plaza
11766323;83;2023;Calippo;null;null;null
117730;562;2025;Calippo;Sporten;Zwembad;Sportfondsen
117753;372;2024;Magnum;Drinken;Bar/café;null
117836;39;2025;Ben & Jerry's;Eten;Restaurant - social dining;null
117866;131;2023;Heart;Zorgen;Ziekenhuis;null
1179046;374;2024;Heart RMFK;Sporten;Zwembad;Laco
11796201;680;2024;Ben & Jerry's;Eten;Restaurant - social dining;null
117987;28;2023;Calippo;Reizen;Benzinestation;CRS
11810847;236;2025;Ben & Jerry's;Eten;Restaurant - social dining;null
11839956;38;2023;Ben & Jerry's;Slapen;Camping/camperpark;null
118430;97;2024;Ben & Jerry's;Eten;Fast food - snacks & frites;null
11845079;17;2024;Heart RMFK;Eten;Restaurant - fast casual;null
11848454;720;2023;Magnum;Eten;Fast food - snacks & frites;null
1184849;26;2024;Heart;Leisure;Sociaal-/cultureel centrum;null
11851468;51;2025;Heart RMFK;Drinken;Bar/café;Duinrell
11851818;144;2024;Calippo;Sporten;Voetbal;null
11852567;722;2024;Heart;Werken;Dienstverlener;null
11852578;445;2023;Heart;Grossiers;Distributiecentrum;null
11852738;57;2024;Calippo;Werken;Producent;null
11855467;59;2025;Heart;Werken;Dienstverlener;null
11856543;158;2024;Heart;Werken;Dienstverlener;null
11857106;84;2023;Calippo;Sporten;Paardensport;null
11866652;0;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
118701;28;2024;Calippo;Eten;Fast food - snacks & frites;null
11874764;97;2025;Heart;Drinken;Bar/café;null
118772;94;2023;Ben & Jerry's;null;null;null
11877709;250;2025;Calippo;Slapen;Camping/camperpark;null
1188801;563;2023;Magnum;Reizen;Benzinestation;Gemaq
1189310;177;2025;Ben & Jerry's;Sporten;Zwembad;null
118957;839;2023;Magnum;Zorgen;Ziekenhuis;Grootinkoop (HPG)
119183;282;2025;Calippo;Reizen;Benzinestation;De Haan
11926837;481;2025;Heart;Zorgen;Ziekenhuis;null
11962736;93;2024;Magnum;Eten;Fast food - overig;null
11963124;198;2023;Calippo;Werken;Producent;null
11963447;452;2024;Calippo;Eten;Lunch/broodjes;Gemaq
11963451;551;2024;Magnum;Reizen;Benzinestation;null
119635;1087;2025;Heart;Slapen;Camping/camperpark;Xandrion
119640;240;2024;Heart;Leisure;Museum;null
11965350;229;2025;Heart;Sporten;Tennis/squash/padel;null
11965350;78;2025;Ben & Jerry's;Sporten;Tennis/squash/padel;null
1197837;552;2023;Calippo;Evenementen;Evenementenorganisatie;null
11981333;256;2025;Ben & Jerry's;Eten;Fast food - shoarma/kebab;null
11981548;258;2024;Heart;Sporten;Sportlocatie;null
11982386;253;2025;Calippo;Sporten;Sporthal/-complex;null
11986991;651;2023;Calippo;Leisure;Dagrecreatie;null
11989854;367;2024;Calippo;Sporten;Zwembad;Optisport
11989854;394;2024;Ben & Jerry's;Sporten;Zwembad;Optisport
119917;97;2024;Ben & Jerry's;null;null;null
11992001;28;2025;Calippo;Werken;Dienstverlener;null
11992134;221;2025;Calippo;Eten;Restaurant - fast casual;null
1199645;266;2024;Heart;Cateraars;Cateraar;null
1199645;432;2025;Heart;Cateraars;Cateraar;null
12001793;20;2024;Ben & Jerry's;Eten;Restaurant - fast casual;null
12001907;56;2025;Calippo;null;null;null
12003647;258;2024;Magnum;Drinken;Coffee bar;null
12010434;28;2024;Calippo;Eten;Restaurant - social dining;null
12010931;78;2024;Ben & Jerry's;Eten;Fast food - overig;null
120164;84;2023;Calippo;Reizen;Benzinestation;null
120193;19;2023;Ben & Jerry's;Eten;Fast food - snacks & frites;null
12026158;55;2024;Calippo;Cateraars;Cateraar;null
120265;528;2023;Magnum;Eten;Fast food - snacks & frites;null
120265;118;2024;Ben & Jerry's;Eten;Fast food - snacks & frites;null
1202664;133;2024;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
120283;113;2023;Calippo;Werken;Dienstverlener;Albron
12031286;28;2024;Calippo;Reizen;Benzinestation;Gemaq
12031722;96;2025;Heart;Werken;Hoofdkantoor;null
12032282;340;2023;Calippo;Werken;Overheid;null
12032291;52;2025;Heart;Slapen;Hotel/motel;null
1203743;775;2023;Heart;Eten;Lunch/broodjes;null
12038939;170;2025;Heart;Eten;Restaurant - social dining;null
120439;718;2025;Calippo;Evenementen;Party-/zalencentrum/conferentieoord;Dolfinarium
12044448;1951;2023;Carte d'Or;Werken;Dienstverlener;null
1204496;3922;2023;Magnum;Eten;Restaurant - fast casual;null
1205449;616;2025;Calippo;Sporten;Sportlocatie;null
120545;337;2023;Ben & Jerry's;Leisure;Bowlingcentrum;null
120545;55;2023;Calippo;Leisure;Bowlingcentrum;null
120545;231;2024;Ben & Jerry's;Leisure;Bowlingcentrum;null
120545;1097;2024;Magnum;Leisure;Bowlingcentrum;null
12061012;1403;2025;Calippo;Eten;Restaurant - social dining;null
12062549;20;2025;Ben & Jerry's;Reizen;Benzinestation;CRS
12068116;133;2023;Ben & Jerry's;Eten;Mobiele verkoop;null
12068116;55;2024;Calippo;Eten;Mobiele verkoop;null
12068423;116;2025;Ben & Jerry's;Cateraars;Cateraar;null
120729;40;2023;Magnum;Leisure;Minigolf;Xandrion
120729;17;2025;Heart RMFK;Leisure;Minigolf;Xandrion
120750;166;2023;Calippo;Reizen;Benzinestation;Gemaq
12077001;59;2025;Ben & Jerry's;Cateraars;Cateraar;null
12077455;56;2025;Calippo;Eten;Fast food - shoarma/kebab;null
12080621;59;2024;Heart;Cateraars;Cateraar;null
12081182;83;2025;Calippo;Eten;Restaurant - fast casual;null
120852;34309;2023;Magnum;Slapen;Bungalow-/vakantiepark;Center Parcs
1209970;26;2024;Heart;Slapen;Hotel/motel;null
121015;9764;2024;Heart RMFK;Leisure;Dierentuin;Ouwehands Dierenpark
121041;625;2024;Ben & Jerry's;Slapen;Bungalow-/vakantiepark;Xandrion
121041;221;2024;Calippo;Slapen;Bungalow-/vakantiepark;Xandrion
1210465;37;2024;Cornetto;Eten;Fast food - snacks & frites;null
121068;288;2023;Heart;Werken;Dienstverlener;Prorest Catering
121114;261;2023;Heart;Slapen;Camping/camperpark;Xandrion
121114;287;2025;Heart;Slapen;Camping/camperpark;Xandrion
121292;2237;2024;Cornetto;Sporten;Sporthal/-complex;Laco
121292;520;2024;Heart RMFK;Sporten;Sporthal/-complex;Laco
1213962;316;2023;Carte d'Or;Eten;Restaurant - fast casual;null
1213962;674;2025;Calippo;Eten;Restaurant - fast casual;null
1213975;59;2025;Heart;Leisure;Museum;null
121401;159;2025;Heart;Evenementen;Party-/zalencentrum/conferentieoord;Vermaat Groep
1215034;1354;2025;Calippo;Eten;Restaurant - fast casual;Xandrion
1215177;243;2023;Magnum;Eten;Restaurant - fast casual;Xandrion
1215177;141;2025;Calippo;Eten;Restaurant - fast casual;Xandrion
1215700;879;2023;Magnum;Cateraars;Cateraar;null
1215700;227;2024;Calippo;Cateraars;Cateraar;null
121576;33100;2025;Carte d'Or;Slapen;Camping/camperpark;Xandrion
121742;200;2023;Magnum;Eten;Fast food - snacks & frites;null
121742;28;2025;Calippo;Eten;Fast food - snacks & frites;null
121829;617;2024;Magnum;null;null;null
121887;161;2023;Magnum;Eten;Fast food - snacks & frites;null
1219423;762;2024;Magnum;Eten;Fast food - shoarma/kebab;null
122029;112;2023;Ben & Jerry's;Reizen;Benzinestation;Splinter
1220684;287;2024;Heart;Sporten;Zwembad;Optisport
1220715;208;2024;Ben & Jerry's;Sporten;Sportlocatie;Xandrion
122076;55;2023;Calippo;Eten;Fast food - snacks & frites;null
1220938;38;2023;Ben & Jerry's;Eten;Fast food - snacks & frites;null
1221186;466;2023;Ben & Jerry's;Slapen;Camping/camperpark;Europarcs
1221411;98;2025;Ben & Jerry's;Sporten;Golf;null
1221467;269;2025;Heart;Slapen;Hotel/motel;null
122222;28;2023;Calippo;Evenementen;Party-/zalencentrum/conferentieoord;null
122222;28;2025;Calippo;Evenementen;Party-/zalencentrum/conferentieoord;null
122265;59;2023;Heart;Leisure;Bioscoop;null
122273;322;2025;Heart;Eten;Fast food - snacks & frites;Sligro - Plaza
1223426;389;2023;Heart;null;null;null
1223637;4049;2024;Cornetto;null;null;null
1224217;320;2023;Magnum;Eten;Fast food - snacks & frites;null
122436;28;2024;Calippo;Eten;Restaurant - social dining;Procent (lid Horecapact, HPG)
122461;1459;2024;Ben & Jerry's;Slapen;Camping/camperpark;Xandrion
1225181;57;2023;Calippo;Slapen;Camping/camperpark;null
122549;416;2024;Viennetta;Eten;Restaurant - social dining;null
122605;196;2024;Heart;Eten;Fast food - snacks & frites;null
122609;523;2023;Magnum;Eten;Fast food - snacks & frites;null
122609;118;2024;Ben & Jerry's;Eten;Fast food - snacks & frites;null
122632;216;2023;Heart;Evenementen;Party-/zalencentrum/conferentieoord;null
122676;350;2024;Ben & Jerry's;Slapen;Camping/camperpark;Xandrion
122697;665;2024;Heart RMFK;Slapen;Camping/camperpark;Xandrion
122746;2306;2023;Cornetto;Eten;Restaurant - fast casual;null
122746;174;2024;Heart RMFK;Eten;Restaurant - fast casual;null
122750;1558;2023;Magnum;Slapen;Hotel/motel;Fletcher Hotelgroup
122754;129;2024;Heart;Shoppen food;Minimarkt/superette;Xandrion
122774;52;2024;Heart;Slapen;Hotel/motel;Golden Tulip
122847;86;2025;Ben & Jerry's;Eten;Fast food - snacks & frites;null
1229922;210;2024;Heart;Eten;Restaurant - social dining;null
123058;155;2025;Heart;Slapen;Camping/camperpark;Xandrion
123076;278;2023;Magnum;Eten;Fast food - snacks & frites;null
123076;38;2023;Ben & Jerry's;Eten;Fast food - snacks & frites;null
1231383;325;2025;Heart RMFK;Leisure;Speeltuin/-hal;Jump XL
123285;28;2024;Calippo;Eten;Fast food - snacks & frites;null
123333;5694;2023;Magnum;null;null;null
123392;286;2023;Cornetto;Reizen;Benzinestation;Gemaq
123434;138;2023;Calippo;null;null;null
1234634;512;2025;Ben & Jerry's;Leisure;Bioscoop;null
123519;52;2023;Carte d'Or;Evenementen;Party-/zalencentrum/conferentieoord;null
1235715;271;2025;Ben & Jerry's;Slapen;Hotel/motel;null
123603;113;2023;Calippo;Eten;Restaurant - social dining;null
123700;107;2024;Heart RMFK;Reizen;Benzinestation;Gemaq
123802;160;2023;Magnum;Eten;Fast food - snacks & frites;null
1238281;280;2023;Magnum;null;null;null
123859;28;2024;Calippo;Zorgen;Zorglocatie met maaltijdverstrekking;null
123881;28;2024;Calippo;null;null;null
1238851;661;2025;Heart;Leisure;Speeltuin/-hal;null
124033;17;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
1240742;28;2025;Calippo;null;null;null
124102;28;2023;Calippo;Eten;Fast food - snacks & frites;null
124151;199;2023;Magnum;Evenementen;Party-/zalencentrum/conferentieoord;null
124255;83;2023;Calippo;Eten;Fast food - snacks & frites;null
124333;256;2025;Heart;Reizen;Benzinestation;null
124383;0;2024;Carte d'Or;Slapen;Bungalow-/vakantiepark;null
1245057;59;2025;Heart;Eten;Lunch/broodjes;Brownies & Downies
124573;55;2025;Calippo;Eten;Fast food - snacks & frites;null
1246145;302;2025;Heart;Eten;Restaurant - fast casual;La Place
124648;120;2023;Magnum;Sporten;Tennis/squash/padel;null
124884;928;2024;Calippo;Reizen;Benzinestation;Gemaq
125338;17;2024;Heart RMFK;Eten;Fast food - snacks & frites;null
125377;442;2025;Calippo;Zorgen;Ziekenhuis;Albron
125406;20;2024;Ben & Jerry's;Eten;Fast food - snacks & frites;null
125548;75;2023;Ben & Jerry's;Drinken;Bar/café;null
1255875;83;2024;Calippo;Werken;Militaire kazerne;null
125591;320;2024;Heart;Slapen;Camping/camperpark;Xandrion
125591;435;2024;Heart RMFK;Slapen;Camping/camperpark;Xandrion
1256168;52;2025;Viennetta;Eten;Lunch/broodjes;null
125673;1018;2023;Cornetto;Reizen;Benzinestation;Gemaq
125987;12341;2023;Magnum;Reizen;Rondvaart-/cruise-/tourbusmaatschappij;null
125987;12858;2024;Magnum;Reizen;Rondvaart-/cruise-/tourbusmaatschappij;null
125997;120;2023;Magnum;Eten;Restaurant - social dining;null
126357;56;2025;Calippo;Eten;Restaurant - social dining;Brabo Horecagroep
1264936;683;2023;Ben & Jerry's;Eten;Fast food - shoarma/kebab;null
126669;56;2025;Calippo;Reizen;Benzinestation;Gemaq
126804;20;2025;Ben & Jerry's;Zorgen;Zorglocatie met maaltijdverstrekking;null
126820;28;2023;Calippo;Eten;Restaurant - social dining;null
126820;28;2024;Calippo;Eten;Restaurant - social dining;null
126892;113;2023;Calippo;Eten;Fast food - snacks & frites;Sligro - Plaza
127055;198;2023;Calippo;Slapen;Camping/camperpark;Xandrion
127068;243;2023;Magnum;Eten;Fast food - snacks & frites;null
127313;86;2023;Calippo;Eten;Fast food - snacks & frites;null
127321;26;2024;Heart;Eten;Fast food - snacks & frites;null
127363;22185;2023;Calippo;Leisure;Pretpark;De Efteling
127363;14871;2024;Heart RMFK;Leisure;Pretpark;De Efteling
127438;28;2023;Calippo;Eten;Restaurant - social dining;null
127707;113;2023;Calippo;Evenementen;Evenementen-/expositiehal;Libéma
127747;196;2024;Calippo;Reizen;Benzinestation;CRS
127779;152;2024;Heart RMFK;Reizen;Benzinestation;null
128045;81;2023;Magnum;Eten;Fast food - snacks & frites;null
128048;919;2023;Magnum;Zorgen;Bejaardentehuis/verpleeghuis;null
128053;365;2023;Cornetto;Reizen;Benzinestation;Gemaq
128170;177;2023;Heart;Eten;Fast food - snacks & frites;Sligro - Big Snack
128449;872;2023;Cornetto;Sporten;Sporthal/-complex;Optisport
128568;888;2023;Magnum;Reizen;Benzinestation;null
1285745;321;2023;Heart;Eten;Restaurant - social dining;Vermaat Groep
128669;59;2024;Ben & Jerry's;null;null;null
128836;28;2023;Calippo;Eten;Fast food - snacks & frites;null
129050;79;2025;Ben & Jerry's;Eten;Restaurant - social dining;null
129063;984;2025;Ben & Jerry's;Slapen;Camping/camperpark;Xandrion
129089;26;2023;Heart;Eten;Fast food - snacks & frites;null
129149;129;2023;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
129149;52;2025;Heart;Zorgen;Bejaardentehuis/verpleeghuis;null
